token	label	method
dekhar	UNCERTAIN_NEEDS_LLM	unresolved
dekhayga.	NON_LINGUISTIC	regex_prefilter
dekhbo	UNCERTAIN_NEEDS_LLM	unresolved
dekhe!	NON_LINGUISTIC	regex_prefilter
dekhe.....	NON_LINGUISTIC	regex_prefilter
dekhe?	NON_LINGUISTIC	regex_prefilter
dekhega	UNCERTAIN_NEEDS_LLM	unresolved
dekhega..	NON_LINGUISTIC	regex_prefilter
dekhega.."	NON_LINGUISTIC	regex_prefilter
dekhege	UNCERTAIN_NEEDS_LLM	unresolved
dekhegi	UNCERTAIN_NEEDS_LLM	unresolved
dekhegiiii	UNCERTAIN_NEEDS_LLM	unresolved
dekhein,	NON_LINGUISTIC	regex_prefilter
dekhenge.	NON_LINGUISTIC	regex_prefilter
dekhenge..	NON_LINGUISTIC	regex_prefilter
dekhi..	NON_LINGUISTIC	regex_prefilter
dekhi..achi	NON_LINGUISTIC	regex_prefilter
dekhi?	NON_LINGUISTIC	regex_prefilter
dekhiab	UNCERTAIN_NEEDS_LLM	unresolved
dekhiye.	NON_LINGUISTIC	regex_prefilter
dekhiyega	UNCERTAIN_NEEDS_LLM	unresolved
dekhli	UNCERTAIN_NEEDS_LLM	unresolved
dekhna.	NON_LINGUISTIC	regex_prefilter
dekhni.	NON_LINGUISTIC	regex_prefilter
dekho!"	NON_LINGUISTIC	regex_prefilter
dekho'	NON_LINGUISTIC	regex_prefilter
dekhta,	NON_LINGUISTIC	regex_prefilter
dekhtha	UNCERTAIN_NEEDS_LLM	unresolved
dekhthe	UNCERTAIN_NEEDS_LLM	unresolved
dekhu	UNCERTAIN_NEEDS_LLM	unresolved
dekhung!!!	NON_LINGUISTIC	regex_prefilter
dekhunga....	NON_LINGUISTIC	regex_prefilter
dekhunga..with	NON_LINGUISTIC	regex_prefilter
dekhye	UNCERTAIN_NEEDS_LLM	unresolved
dekta	UNCERTAIN_NEEDS_LLM	unresolved
dekti	UNCERTAIN_NEEDS_LLM	unresolved
dekungi	UNCERTAIN_NEEDS_LLM	unresolved
delay-cars	NON_LINGUISTIC	regex_prefilter
delet	UNCERTAIN_NEEDS_LLM	unresolved
delete..'	NON_LINGUISTIC	regex_prefilter
delhi's	NON_LINGUISTIC	regex_prefilter
delhi*	NON_LINGUISTIC	regex_prefilter
delhi,	NON_LINGUISTIC	regex_prefilter
delhi/	NON_LINGUISTIC	regex_prefilter
delhi;	NON_LINGUISTIC	regex_prefilter
delhi?	NON_LINGUISTIC	regex_prefilter
delhiairquality	UNCERTAIN_NEEDS_LLM	unresolved
delhichokes	UNCERTAIN_NEEDS_LLM	unresolved
delhigaschamber	UNCERTAIN_NEEDS_LLM	unresolved
delhiis	UNCERTAIN_NEEDS_LLM	unresolved
delhincr	UNCERTAIN_NEEDS_LLM	unresolved
delhitouch	UNCERTAIN_NEEDS_LLM	unresolved
deli	ENGLISH	wordnet_exact
delink	UNCERTAIN_NEEDS_LLM	unresolved
delivered	ENGLISH	wordnet_exact
delwte	UNCERTAIN_NEEDS_LLM	unresolved
demagh	UNCERTAIN_NEEDS_LLM	unresolved
demanded	ENGLISH	wordnet_exact
democracy	ENGLISH	wordnet_exact
demolish	ENGLISH	wordnet_exact
demonetisationdisaster	UNCERTAIN_NEEDS_LLM	unresolved
demonetizationeffect	UNCERTAIN_NEEDS_LLM	unresolved
demonitisation	UNCERTAIN_NEEDS_LLM	unresolved
demos	ENGLISH	wordnet_exact
demus	UNCERTAIN_NEEDS_LLM	unresolved
den	ENGLISH	wordnet_exact
den?	NON_LINGUISTIC	regex_prefilter
dena"	NON_LINGUISTIC	regex_prefilter
dena*_x000d_	NON_LINGUISTIC	regex_prefilter
dena..	NON_LINGUISTIC	regex_prefilter
dena...	NON_LINGUISTIC	regex_prefilter
dena....	NON_LINGUISTIC	regex_prefilter
dena?	NON_LINGUISTIC	regex_prefilter
dene?	NON_LINGUISTIC	regex_prefilter
denge!	NON_LINGUISTIC	regex_prefilter
denge!!	NON_LINGUISTIC	regex_prefilter
denge,	NON_LINGUISTIC	regex_prefilter
denge?	NON_LINGUISTIC	regex_prefilter
denge???koi	NON_LINGUISTIC	regex_prefilter
dengeee	UNCERTAIN_NEEDS_LLM	unresolved
dengey	UNCERTAIN_NEEDS_LLM	unresolved
dengey!	NON_LINGUISTIC	regex_prefilter
dengi,agaar	NON_LINGUISTIC	regex_prefilter
dengi,milk	NON_LINGUISTIC	regex_prefilter
dengi.	NON_LINGUISTIC	regex_prefilter
dengu	UNCERTAIN_NEEDS_LLM	unresolved
denims	ENGLISH	wordnet_exact
denmark	ENGLISH	wordnet_exact
dentistsharma	UNCERTAIN_NEEDS_LLM	unresolved
deny	ENGLISH	wordnet_exact
denzel's	NON_LINGUISTIC	regex_prefilter
deodorant	ENGLISH	wordnet_exact
deol:	NON_LINGUISTIC	regex_prefilter
deoria	UNCERTAIN_NEEDS_LLM	unresolved
depiction	ENGLISH	wordnet_exact
deposite	ENGLISH	wordnet_fuzzy_edit1
depraved	ENGLISH	wordnet_exact
deputy	ENGLISH	wordnet_exact
dera	UNCERTAIN_NEEDS_LLM	unresolved
derby	ENGLISH	wordnet_exact
dere	UNCERTAIN_NEEDS_LLM	unresolved
derived	ENGLISH	wordnet_exact
derr	UNCERTAIN_NEEDS_LLM	unresolved
des,	NON_LINGUISTIC	regex_prefilter
desbandhu	UNCERTAIN_NEEDS_LLM	unresolved
desdroh	UNCERTAIN_NEEDS_LLM	unresolved
deserved	ENGLISH	wordnet_exact
deserving	ENGLISH	wordnet_exact
desh-drohi	NON_LINGUISTIC	regex_prefilter
deshdrohio	UNCERTAIN_NEEDS_LLM	unresolved
deshkasutradhar	UNCERTAIN_NEEDS_LLM	unresolved
desho	UNCERTAIN_NEEDS_LLM	unresolved
deshvirodhi	UNCERTAIN_NEEDS_LLM	unresolved
deshwale	UNCERTAIN_NEEDS_LLM	unresolved
deshwasiyo	UNCERTAIN_NEEDS_LLM	unresolved
deshwasiyon	UNCERTAIN_NEEDS_LLM	unresolved
desi.	NON_LINGUISTIC	regex_prefilter
desi_dime	NON_LINGUISTIC	regex_prefilter
desierto	UNCERTAIN_NEEDS_LLM	unresolved
desikermit	UNCERTAIN_NEEDS_LLM	unresolved
desimogli	UNCERTAIN_NEEDS_LLM	unresolved
desioptimystic	UNCERTAIN_NEEDS_LLM	unresolved
desireux	UNCERTAIN_NEEDS_LLM	unresolved
despicablea	ENGLISH	wordnet_fuzzy_edit2
despise	ENGLISH	wordnet_exact
destabilize	ENGLISH	wordnet_exact
destiny	ENGLISH	wordnet_exact
destroyed	ENGLISH	wordnet_exact
deta"-	NON_LINGUISTIC	regex_prefilter
deta...	NON_LINGUISTIC	regex_prefilter
deta?	NON_LINGUISTIC	regex_prefilter
detaay.	NON_LINGUISTIC	regex_prefilter
detadoc	UNCERTAIN_NEEDS_LLM	unresolved
detained	ENGLISH	wordnet_exact
dete,	NON_LINGUISTIC	regex_prefilter
dete.....hum	NON_LINGUISTIC	regex_prefilter
dete:	NON_LINGUISTIC	regex_prefilter
detergent	ENGLISH	wordnet_exact
detey	UNCERTAIN_NEEDS_LLM	unresolved
dethklok	UNCERTAIN_NEEDS_LLM	unresolved
dethroned	ENGLISH	wordnet_exact
deti,	NON_LINGUISTIC	regex_prefilter
dettol?	NON_LINGUISTIC	regex_prefilter
dety	UNCERTAIN_NEEDS_LLM	unresolved
dev_fadnavis	NON_LINGUISTIC	regex_prefilter
dev_surma	NON_LINGUISTIC	regex_prefilter
deva	UNCERTAIN_NEEDS_LLM	unresolved
deva.	NON_LINGUISTIC	regex_prefilter
devarsh	UNCERTAIN_NEEDS_LLM	unresolved
devatao	UNCERTAIN_NEEDS_LLM	unresolved
deve	UNCERTAIN_NEEDS_LLM	unresolved
developer	ENGLISH	wordnet_exact
developmnt	ENGLISH	wordnet_fuzzy_edit2
devendra	UNCERTAIN_NEEDS_LLM	unresolved
devgn:	NON_LINGUISTIC	regex_prefilter
devils	ENGLISH	wordnet_exact
devlope	UNCERTAIN_NEEDS_LLM	unresolved
devlopment	ENGLISH	wordnet_fuzzy_edit2
devo	UNCERTAIN_NEEDS_LLM	unresolved
devoid	ENGLISH	wordnet_exact
devonkedevmahadev	UNCERTAIN_NEEDS_LLM	unresolved
devyani	UNCERTAIN_NEEDS_LLM	unresolved
dew,	NON_LINGUISTIC	regex_prefilter
dewar	ENGLISH	wordnet_exact
dewars	ENGLISH	wordnet_exact
dey'ti	NON_LINGUISTIC	regex_prefilter
deye	UNCERTAIN_NEEDS_LLM	unresolved
deyo	UNCERTAIN_NEEDS_LLM	unresolved
de😃😉	NON_LINGUISTIC	regex_prefilter
dfa	UNCERTAIN_NEEDS_LLM	unresolved
dha	UNCERTAIN_NEEDS_LLM	unresolved
dhaa	UNCERTAIN_NEEDS_LLM	unresolved
dhaaga	UNCERTAIN_NEEDS_LLM	unresolved
dhaage	UNCERTAIN_NEEDS_LLM	unresolved
dhaage,	NON_LINGUISTIC	regex_prefilter
dhaakad	UNCERTAIN_NEEDS_LLM	unresolved
dhaal	UNCERTAIN_NEEDS_LLM	unresolved
dhaam	UNCERTAIN_NEEDS_LLM	unresolved
dhaansoo	UNCERTAIN_NEEDS_LLM	unresolved
dhaansu	UNCERTAIN_NEEDS_LLM	unresolved
dhaansu_handle	NON_LINGUISTIC	regex_prefilter
dhaare:	NON_LINGUISTIC	regex_prefilter
dhaayee	UNCERTAIN_NEEDS_LLM	unresolved
dhaba	UNCERTAIN_NEEDS_LLM	unresolved
dhabaaaaad	UNCERTAIN_NEEDS_LLM	unresolved
dhabha	UNCERTAIN_NEEDS_LLM	unresolved
dhabi	UNCERTAIN_NEEDS_LLM	unresolved
dhabli	UNCERTAIN_NEEDS_LLM	unresolved
dhadak,	NON_LINGUISTIC	regex_prefilter
dhadam	UNCERTAIN_NEEDS_LLM	unresolved
dhaha	UNCERTAIN_NEEDS_LLM	unresolved
dhaikilokatweet	UNCERTAIN_NEEDS_LLM	unresolved
dhajjiya	UNCERTAIN_NEEDS_LLM	unresolved
dhajjiyaan	UNCERTAIN_NEEDS_LLM	unresolved
dhaka	ENGLISH	wordnet_exact
dhakad	UNCERTAIN_NEEDS_LLM	unresolved
dhakad!	NON_LINGUISTIC	regex_prefilter
dhakad?	NON_LINGUISTIC	regex_prefilter
dhakelta	UNCERTAIN_NEEDS_LLM	unresolved
dhama	UNCERTAIN_NEEDS_LLM	unresolved
dhamkaya	UNCERTAIN_NEEDS_LLM	unresolved
dhan?	NON_LINGUISTIC	regex_prefilter
dhanawad	UNCERTAIN_NEEDS_LLM	unresolved
dhanawade-nahi	NON_LINGUISTIC	regex_prefilter
dhand	UNCERTAIN_NEEDS_LLM	unresolved
dhandaa	UNCERTAIN_NEEDS_LLM	unresolved
dhande	UNCERTAIN_NEEDS_LLM	unresolved
dhaniye	UNCERTAIN_NEEDS_LLM	unresolved
dhanno	UNCERTAIN_NEEDS_LLM	unresolved
dhanno:	NON_LINGUISTIC	regex_prefilter
dhanteras	UNCERTAIN_NEEDS_LLM	unresolved
dhanush	UNCERTAIN_NEEDS_LLM	unresolved
dhanya	UNCERTAIN_NEEDS_LLM	unresolved
dhanyabad	UNCERTAIN_NEEDS_LLM	unresolved
dhanyavad	UNCERTAIN_NEEDS_LLM	unresolved
dhanyawad!	NON_LINGUISTIC	regex_prefilter
dhanyawad...	NON_LINGUISTIC	regex_prefilter
dhanybad	UNCERTAIN_NEEDS_LLM	unresolved
dhapli	UNCERTAIN_NEEDS_LLM	unresolved
dharanishanthi	UNCERTAIN_NEEDS_LLM	unresolved
dharawahik	UNCERTAIN_NEEDS_LLM	unresolved
dharma	ENGLISH	wordnet_exact
dharmic	UNCERTAIN_NEEDS_LLM	unresolved
dharmik	UNCERTAIN_NEEDS_LLM	unresolved
dharne	UNCERTAIN_NEEDS_LLM	unresolved
dharti..	NON_LINGUISTIC	regex_prefilter
dhat	UNCERTAIN_NEEDS_LLM	unresolved
dhavalkate	UNCERTAIN_NEEDS_LLM	unresolved
dhavan	UNCERTAIN_NEEDS_LLM	unresolved
dhawan..	NON_LINGUISTIC	regex_prefilter
dhay	UNCERTAIN_NEEDS_LLM	unresolved
dhayn	UNCERTAIN_NEEDS_LLM	unresolved
dheela	UNCERTAIN_NEEDS_LLM	unresolved
dheele	UNCERTAIN_NEEDS_LLM	unresolved
dheeley	UNCERTAIN_NEEDS_LLM	unresolved
dheentdelhi	UNCERTAIN_NEEDS_LLM	unresolved
dheer	UNCERTAIN_NEEDS_LLM	unresolved
dheeraj	UNCERTAIN_NEEDS_LLM	unresolved
dheeron	UNCERTAIN_NEEDS_LLM	unresolved
dheeruinsan	UNCERTAIN_NEEDS_LLM	unresolved
dhek	UNCERTAIN_NEEDS_LLM	unresolved
dhekhlo	UNCERTAIN_NEEDS_LLM	unresolved
dhela	UNCERTAIN_NEEDS_LLM	unresolved
dheva's	NON_LINGUISTIC	regex_prefilter
dhikhate	UNCERTAIN_NEEDS_LLM	unresolved
dhinchakpooja	UNCERTAIN_NEEDS_LLM	unresolved
dhingana	UNCERTAIN_NEEDS_LLM	unresolved
dhiyaan	UNCERTAIN_NEEDS_LLM	unresolved
dhkta	UNCERTAIN_NEEDS_LLM	unresolved
dhobi	UNCERTAIN_NEEDS_LLM	unresolved
dhoka.	NON_LINGUISTIC	regex_prefilter
dhokbaazi.	NON_LINGUISTIC	regex_prefilter
dhokebaazon	UNCERTAIN_NEEDS_LLM	unresolved
dhokebaji	UNCERTAIN_NEEDS_LLM	unresolved
dhokha*	NON_LINGUISTIC	regex_prefilter
dholakpur	UNCERTAIN_NEEDS_LLM	unresolved
dholku	UNCERTAIN_NEEDS_LLM	unresolved
dhona,	NON_LINGUISTIC	regex_prefilter
dhoni's	NON_LINGUISTIC	regex_prefilter
dhoni:	NON_LINGUISTIC	regex_prefilter
dhonibhaiiii	UNCERTAIN_NEEDS_LLM	unresolved
dhonims7	NON_LINGUISTIC	regex_prefilter
dhoniobesessed	UNCERTAIN_NEEDS_LLM	unresolved
dhonixfaithful	UNCERTAIN_NEEDS_LLM	unresolved
dhoodh	UNCERTAIN_NEEDS_LLM	unresolved
dhoond..	NON_LINGUISTIC	regex_prefilter
dhoonda	UNCERTAIN_NEEDS_LLM	unresolved
dhoondne	UNCERTAIN_NEEDS_LLM	unresolved
dhoop..	NON_LINGUISTIC	regex_prefilter
dhote	UNCERTAIN_NEEDS_LLM	unresolved
dhoya,	NON_LINGUISTIC	regex_prefilter
dhoyega.	NON_LINGUISTIC	regex_prefilter
dhoyenge	UNCERTAIN_NEEDS_LLM	unresolved
dhua..	NON_LINGUISTIC	regex_prefilter
dhuaan	UNCERTAIN_NEEDS_LLM	unresolved
dhuandhari.	NON_LINGUISTIC	regex_prefilter
dhuaon'	NON_LINGUISTIC	regex_prefilter
dhuka	UNCERTAIN_NEEDS_LLM	unresolved
dhul	UNCERTAIN_NEEDS_LLM	unresolved
dhulai!	NON_LINGUISTIC	regex_prefilter
dhulenge	UNCERTAIN_NEEDS_LLM	unresolved
dhum	UNCERTAIN_NEEDS_LLM	unresolved
dhum..salman	NON_LINGUISTIC	regex_prefilter
dhumdham	UNCERTAIN_NEEDS_LLM	unresolved
dhunavu	UNCERTAIN_NEEDS_LLM	unresolved
dhunayi	UNCERTAIN_NEEDS_LLM	unresolved
dhunde	UNCERTAIN_NEEDS_LLM	unresolved
dhundega?	NON_LINGUISTIC	regex_prefilter
dhundhla	UNCERTAIN_NEEDS_LLM	unresolved
dhundne.	NON_LINGUISTIC	regex_prefilter
dhundni	UNCERTAIN_NEEDS_LLM	unresolved
dh…	NON_LINGUISTIC	regex_prefilter
di...toh	NON_LINGUISTIC	regex_prefilter
di..b'vita	NON_LINGUISTIC	regex_prefilter
diabetes	ENGLISH	wordnet_exact
diagnosis	ENGLISH	wordnet_exact
dialogs	ENGLISH	wordnet_exact
dialouge	UNCERTAIN_NEEDS_LLM	unresolved
diapers	ENGLISH	wordnet_exact
diapers.	NON_LINGUISTIC	regex_prefilter
diarrhoea	ENGLISH	wordnet_exact
dibakwaas?	NON_LINGUISTIC	regex_prefilter
dibbe	UNCERTAIN_NEEDS_LLM	unresolved
dice	ENGLISH	wordnet_exact
dick	ENGLISH	wordnet_exact
dickens'	NON_LINGUISTIC	regex_prefilter
dickens)	NON_LINGUISTIC	regex_prefilter
did!	NON_LINGUISTIC	regex_prefilter
didi.	NON_LINGUISTIC	regex_prefilter
didi?	NON_LINGUISTIC	regex_prefilter
dies	ENGLISH	wordnet_exact
dieu	UNCERTAIN_NEEDS_LLM	unresolved
diffrnce	UNCERTAIN_NEEDS_LLM	unresolved
diffucult	ENGLISH	wordnet_fuzzy_edit1
diffused	ENGLISH	wordnet_exact
diggers	ENGLISH	wordnet_exact
diggi	UNCERTAIN_NEEDS_LLM	unresolved
diggy)	NON_LINGUISTIC	regex_prefilter
dighanchi	UNCERTAIN_NEEDS_LLM	unresolved
digitalindia	UNCERTAIN_NEEDS_LLM	unresolved
digitalpayment	UNCERTAIN_NEEDS_LLM	unresolved
dignity	ENGLISH	wordnet_exact
digvijay,	NON_LINGUISTIC	regex_prefilter
dii	UNCERTAIN_NEEDS_LLM	unresolved
dijie	UNCERTAIN_NEEDS_LLM	unresolved
dijiye..	NON_LINGUISTIC	regex_prefilter
dijye	UNCERTAIN_NEEDS_LLM	unresolved
dika	ENGLISH	wordnet_exact
dikaho	UNCERTAIN_NEEDS_LLM	unresolved
dikha!	NON_LINGUISTIC	regex_prefilter
dikhaana	UNCERTAIN_NEEDS_LLM	unresolved
dikhaane	UNCERTAIN_NEEDS_LLM	unresolved
dikhaani	UNCERTAIN_NEEDS_LLM	unresolved
dikhaao.	NON_LINGUISTIC	regex_prefilter
dikhaate	UNCERTAIN_NEEDS_LLM	unresolved
dikhaaye	UNCERTAIN_NEEDS_LLM	unresolved
dikhade	UNCERTAIN_NEEDS_LLM	unresolved
dikhaegi	UNCERTAIN_NEEDS_LLM	unresolved
dikhaenge	UNCERTAIN_NEEDS_LLM	unresolved
dikhaiyo	UNCERTAIN_NEEDS_LLM	unresolved
dikhaiyye	UNCERTAIN_NEEDS_LLM	unresolved
dikhake	UNCERTAIN_NEEDS_LLM	unresolved
dikhao"	NON_LINGUISTIC	regex_prefilter
dikhao..	NON_LINGUISTIC	regex_prefilter
dikhaoon	UNCERTAIN_NEEDS_LLM	unresolved
dikhaoon?	NON_LINGUISTIC	regex_prefilter
dikhau	UNCERTAIN_NEEDS_LLM	unresolved
dikhau..	NON_LINGUISTIC	regex_prefilter
dikhau?	NON_LINGUISTIC	regex_prefilter
dikhaungi.."	NON_LINGUISTIC	regex_prefilter
dikhava	UNCERTAIN_NEEDS_LLM	unresolved
dikhavo	UNCERTAIN_NEEDS_LLM	unresolved
dikhawa	UNCERTAIN_NEEDS_LLM	unresolved
dikhaye..	NON_LINGUISTIC	regex_prefilter
dikhayen	UNCERTAIN_NEEDS_LLM	unresolved
dikhayengay	UNCERTAIN_NEEDS_LLM	unresolved
dikhe.	NON_LINGUISTIC	regex_prefilter
dikhenge,	NON_LINGUISTIC	regex_prefilter
dikhenge.	NON_LINGUISTIC	regex_prefilter
dikhna	UNCERTAIN_NEEDS_LLM	unresolved
dikhne	UNCERTAIN_NEEDS_LLM	unresolved
dikhoge	UNCERTAIN_NEEDS_LLM	unresolved
dikhtay	UNCERTAIN_NEEDS_LLM	unresolved
dil??	NON_LINGUISTIC	regex_prefilter
dilaa	UNCERTAIN_NEEDS_LLM	unresolved
dilaati	UNCERTAIN_NEEDS_LLM	unresolved
dilaaya	UNCERTAIN_NEEDS_LLM	unresolved
dilaaye	UNCERTAIN_NEEDS_LLM	unresolved
dilai	UNCERTAIN_NEEDS_LLM	unresolved
dilao!	NON_LINGUISTIC	regex_prefilter
dilaoge	UNCERTAIN_NEEDS_LLM	unresolved
dilati	UNCERTAIN_NEEDS_LLM	unresolved
dilaye	UNCERTAIN_NEEDS_LLM	unresolved
dilayenge	UNCERTAIN_NEEDS_LLM	unresolved
dilbar	UNCERTAIN_NEEDS_LLM	unresolved
dilhi	UNCERTAIN_NEEDS_LLM	unresolved
dilip	UNCERTAIN_NEEDS_LLM	unresolved
dilip..	NON_LINGUISTIC	regex_prefilter
dilke	UNCERTAIN_NEEDS_LLM	unresolved
dill	ENGLISH	wordnet_exact
dillidurast	UNCERTAIN_NEEDS_LLM	unresolved
dillikiski	UNCERTAIN_NEEDS_LLM	unresolved
dilo	UNCERTAIN_NEEDS_LLM	unresolved
diltoota	UNCERTAIN_NEEDS_LLM	unresolved
dilwala	UNCERTAIN_NEEDS_LLM	unresolved
dilwalemusiccelebration	UNCERTAIN_NEEDS_LLM	unresolved
dilwaletrailer	UNCERTAIN_NEEDS_LLM	unresolved
dilwana	UNCERTAIN_NEEDS_LLM	unresolved
dilwate	UNCERTAIN_NEEDS_LLM	unresolved
dilwaya	UNCERTAIN_NEEDS_LLM	unresolved
dimaaag	UNCERTAIN_NEEDS_LLM	unresolved
dimaag.	NON_LINGUISTIC	regex_prefilter
dimaagi	UNCERTAIN_NEEDS_LLM	unresolved
dimaagiya	UNCERTAIN_NEEDS_LLM	unresolved
dimagi	UNCERTAIN_NEEDS_LLM	unresolved
dimak	UNCERTAIN_NEEDS_LLM	unresolved
dimaq	UNCERTAIN_NEEDS_LLM	unresolved
dimesnion	UNCERTAIN_NEEDS_LLM	unresolved
din!	NON_LINGUISTIC	regex_prefilter
din.	NON_LINGUISTIC	regex_prefilter
din...	NON_LINGUISTIC	regex_prefilter
din:	NON_LINGUISTIC	regex_prefilter
din?"	NON_LINGUISTIC	regex_prefilter
dinanath	UNCERTAIN_NEEDS_LLM	unresolved
dinda:	NON_LINGUISTIC	regex_prefilter
dinesh	UNCERTAIN_NEEDS_LLM	unresolved
dinner*	NON_LINGUISTIC	regex_prefilter
dinnn	UNCERTAIN_NEEDS_LLM	unresolved
dinon	UNCERTAIN_NEEDS_LLM	unresolved
dip	ENGLISH	wordnet_exact
dipa	UNCERTAIN_NEEDS_LLM	unresolved
dipali	UNCERTAIN_NEEDS_LLM	unresolved
dipali_sh0	NON_LINGUISTIC	regex_prefilter
dipika	UNCERTAIN_NEEDS_LLM	unresolved
diplomacy	ENGLISH	wordnet_exact
diplomatically	ENGLISH	wordnet_exact
dipti1104	NON_LINGUISTIC	regex_prefilter
directed	ENGLISH	wordnet_exact
directing	ENGLISH	wordnet_exact
directions*	NON_LINGUISTIC	regex_prefilter
direngeziparkigeliyoruz	UNCERTAIN_NEEDS_LLM	unresolved
disadvantage	ENGLISH	wordnet_exact
disagree	ENGLISH	wordnet_exact
disappear	ENGLISH	wordnet_exact
disappointed	ENGLISH	wordnet_exact
disappointed.	NON_LINGUISTIC	regex_prefilter
disappoints	ENGLISH	wordnet_exact
disaster	ENGLISH	wordnet_exact
disastrous	ENGLISH	wordnet_exact
disat	UNCERTAIN_NEEDS_LLM	unresolved
disco	ENGLISH	wordnet_exact
discounted	ENGLISH	wordnet_exact
discovered	ENGLISH	wordnet_exact
discuss	ENGLISH	wordnet_exact
disease	ENGLISH	wordnet_exact
diseases	ENGLISH	wordnet_exact
disg	UNCERTAIN_NEEDS_LLM	unresolved
disgraced	ENGLISH	wordnet_exact
disgracefu	ENGLISH	wordnet_fuzzy_edit2
disgraceful.	NON_LINGUISTIC	regex_prefilter
disgusting,	NON_LINGUISTIC	regex_prefilter
disgusting.	NON_LINGUISTIC	regex_prefilter
disha.	NON_LINGUISTIC	regex_prefilter
dishonoured	ENGLISH	wordnet_exact
dismisskushinagardm	UNCERTAIN_NEEDS_LLM	unresolved
display	ENGLISH	wordnet_exact
displaying	ENGLISH	wordnet_exact
dispose	ENGLISH	wordnet_exact
disputed	ENGLISH	wordnet_exact
disqualification	ENGLISH	wordnet_exact
disrespect	ENGLISH	wordnet_exact
disrupt	ENGLISH	wordnet_exact
disruption	ENGLISH	wordnet_exact
dist	UNCERTAIN_NEEDS_LLM	unresolved
distance	ENGLISH	wordnet_exact
distant	ENGLISH	wordnet_exact
diste	UNCERTAIN_NEEDS_LLM	unresolved
distressed	ENGLISH	wordnet_exact
distribute	ENGLISH	wordnet_exact
ditta	UNCERTAIN_NEEDS_LLM	unresolved
divas	ENGLISH	wordnet_exact
dive	ENGLISH	wordnet_exact
diverse	ENGLISH	wordnet_exact
divideandrule	UNCERTAIN_NEEDS_LLM	unresolved
divided	ENGLISH	wordnet_exact
divides	ENGLISH	wordnet_exact
divorce,	NON_LINGUISTIC	regex_prefilter
divorce.india	NON_LINGUISTIC	regex_prefilter
divorced	ENGLISH	wordnet_exact
divorced.	NON_LINGUISTIC	regex_prefilter
divya_moorjani	NON_LINGUISTIC	regex_prefilter
divyadutta25	NON_LINGUISTIC	regex_prefilter
divyanka	UNCERTAIN_NEEDS_LLM	unresolved
diwaar	UNCERTAIN_NEEDS_LLM	unresolved
diwali2017	NON_LINGUISTIC	regex_prefilter
diwane	UNCERTAIN_NEEDS_LLM	unresolved
diwassachya	UNCERTAIN_NEEDS_LLM	unresolved
dixieland	ENGLISH	wordnet_exact
dixit	UNCERTAIN_NEEDS_LLM	unresolved
diya"	NON_LINGUISTIC	regex_prefilter
diya,,	NON_LINGUISTIC	regex_prefilter
diya...bjp	NON_LINGUISTIC	regex_prefilter
diya...neeraj	NON_LINGUISTIC	regex_prefilter
diya..acha	NON_LINGUISTIC	regex_prefilter
diya.aadmi	NON_LINGUISTIC	regex_prefilter
diya.ab	NON_LINGUISTIC	regex_prefilter
diyaa	UNCERTAIN_NEEDS_LLM	unresolved
diyaaurbati	UNCERTAIN_NEEDS_LLM	unresolved
diyahe.	NON_LINGUISTIC	regex_prefilter
diyainsan	UNCERTAIN_NEEDS_LLM	unresolved
diye,	NON_LINGUISTIC	regex_prefilter
diye..	NON_LINGUISTIC	regex_prefilter
diye..taki	NON_LINGUISTIC	regex_prefilter
diye?	NON_LINGUISTIC	regex_prefilter
diz	UNCERTAIN_NEEDS_LLM	unresolved
djokovic	UNCERTAIN_NEEDS_LLM	unresolved
djvalababu	UNCERTAIN_NEEDS_LLM	unresolved
dk.	NON_LINGUISTIC	regex_prefilter
dkhgy....we	NON_LINGUISTIC	regex_prefilter
dkhi	UNCERTAIN_NEEDS_LLM	unresolved
dkhte	UNCERTAIN_NEEDS_LLM	unresolved
dkrsingh6	NON_LINGUISTIC	regex_prefilter
dm's	NON_LINGUISTIC	regex_prefilter
dmaag	UNCERTAIN_NEEDS_LLM	unresolved
dmishraa	UNCERTAIN_NEEDS_LLM	unresolved
dmv	UNCERTAIN_NEEDS_LLM	unresolved
dn	UNCERTAIN_NEEDS_LLM	unresolved
dn't	NON_LINGUISTIC	regex_prefilter
dns	UNCERTAIN_NEEDS_LLM	unresolved
do!"	NON_LINGUISTIC	regex_prefilter
do*	NON_LINGUISTIC	regex_prefilter
do*_x000d_	NON_LINGUISTIC	regex_prefilter
do-	NON_LINGUISTIC	regex_prefilter
do....main	NON_LINGUISTIC	regex_prefilter
do...plzzzzzz	NON_LINGUISTIC	regex_prefilter
do?	NON_LINGUISTIC	regex_prefilter
doai_ab	NON_LINGUISTIC	regex_prefilter
dobara	UNCERTAIN_NEEDS_LLM	unresolved
dobriyal	UNCERTAIN_NEEDS_LLM	unresolved
doc	ENGLISH	wordnet_exact
doc:	NON_LINGUISTIC	regex_prefilter
doc_chopra	NON_LINGUISTIC	regex_prefilter
docsreet21	NON_LINGUISTIC	regex_prefilter
doctor:	NON_LINGUISTIC	regex_prefilter
doctor_sidhant	NON_LINGUISTIC	regex_prefilter
doctors	ENGLISH	wordnet_exact
document	ENGLISH	wordnet_exact
doesn't,	NON_LINGUISTIC	regex_prefilter
doesnot	UNCERTAIN_NEEDS_LLM	unresolved
dog	ENGLISH	wordnet_exact
